frame,stage,score,bbox_area,mask_area,depth_valid_ratio,reasons
000122,no_ism_candidate,0.6028597354888916,5856.0,4244.0,0.9842130065975495,mask_area_below_min;bbox_area_below_min
000127,no_ism_candidate,0.5913035869598389,5428.0,3937.0,0.9903479806959614,mask_area_below_min;bbox_area_below_min
000131,no_ism_candidate,0.5920010209083557,5782.0,4434.0,0.9806044203879116,mask_area_below_min;bbox_area_below_min
000136,no_ism_candidate,0.6221563220024109,5658.0,4040.0,0.9861386138613861,mask_area_below_min;bbox_area_below_min
000140,no_ism_candidate,0.6064503788948059,5593.0,3858.0,0.9712286158631416,mask_area_below_min;bbox_area_below_min
000143,no_ism_candidate,0.5942434072494507,7392.0,4646.0,0.9636246233318984,mask_area_below_min;bbox_area_below_min
000147,no_ism_candidate,0.5833579897880554,7482.0,4789.0,0.9753602004593861,mask_area_below_min;bbox_area_below_min
000152,no_ism_candidate,0.5808735489845276,6912.0,5063.0,0.972348410033577,mask_area_below_min;bbox_area_below_min
000156,no_ism_candidate,0.5991140007972717,6656.0,4084.0,0.9419686581782566,mask_area_below_min;bbox_area_below_min
000160,no_ism_candidate,0.5917693376541138,5220.0,3661.0,0.978148046981699,mask_area_below_min;bbox_area_below_min
000164,no_ism_candidate,0.6150787472724915,5382.0,3669.0,0.975742709185064,mask_area_below_min;bbox_area_below_min
000168,no_ism_candidate,0.6163437962532043,5888.0,3908.0,0.9762026612077789,mask_area_below_min;bbox_area_below_min
000173,no_ism_candidate,0.5328852534294128,8580.0,6675.0,0.979625468164794,final_score_below_min;mask_area_below_min;bbox_area_below_min
000178,no_ism_candidate,0.6315011382102966,5535.0,3776.0,0.9557733050847458,mask_area_below_min;bbox_area_below_min
000183,no_ism_candidate,0.5937460064888,5588.0,3770.0,0.9822281167108753,mask_area_below_min;bbox_area_below_min
000188,no_ism_candidate,0.6071517467498779,4998.0,3489.0,0.9664660361134996,mask_area_below_min;bbox_area_below_min
000193,no_ism_candidate,0.5976318717002869,5104.0,3351.0,0.976424947776783,mask_area_below_min;bbox_area_below_min
000197,no_ism_candidate,0.5958594679832458,5207.0,3722.0,0.9637291778613648,mask_area_below_min;bbox_area_below_min
000201,no_ism_candidate,0.6020877957344055,5828.0,3556.0,0.9580989876265467,mask_area_below_min;bbox_area_below_min
000206,no_ism_candidate,0.5812017917633057,4674.0,3416.0,0.961943793911007,mask_area_below_min;bbox_area_below_min
000208,no_ism_candidate,0.6084080934524536,5418.0,3748.0,0.9663820704375667,mask_area_below_min;bbox_area_below_min
000212,no_ism_candidate,0.5857394933700562,6604.0,3957.0,0.9701794288602477,mask_area_below_min;bbox_area_below_min
000216,no_ism_candidate,0.5968256592750549,5330.0,3740.0,0.9836898395721925,mask_area_below_min;bbox_area_below_min
000221,no_ism_candidate,0.5638628005981445,5502.0,3803.0,0.963712858269787,mask_area_below_min;bbox_area_below_min
000226,no_ism_candidate,0.5981059670448303,5586.0,3958.0,0.8082364830722587,mask_area_below_min;bbox_area_below_min
000231,no_ism_candidate,0.5786255598068237,5590.0,3936.0,0.9471544715447154,mask_area_below_min;bbox_area_below_min
000235,no_ism_candidate,0.5844399929046631,5576.0,4125.0,0.9566060606060606,mask_area_below_min;bbox_area_below_min
000239,no_ism_candidate,0.5792057514190674,5762.0,4147.0,0.9467084639498433,mask_area_below_min;bbox_area_below_min
